,0,1,2,3,4
0,1.0,0.7509975067751735,0.7509975067751735,0.7509975067751735,182.12306695894642
1,2.0,0.6892797819587619,0.6892797819587619,0.6892797819587619,108.53576779617767
2,3.0,0.49350815701278766,0.49350815701278766,0.49350815701278766,81.29614625443537
3,4.0,0.4604605977367497,0.4604605977367497,0.4604605977367497,66.62403347947321
4,5.0,0.363298769033012,0.363298769033012,0.363298769033012,57.282782638069136
5,6.0,0.3219953822403911,0.3219953822403911,0.3219953822403911,50.736827013849584
6,7.0,0.26646715040197655,0.26646715040197655,0.26646715040197655,45.85430750359615
7,8.0,0.25070764633803877,0.25070764633803877,0.25070764633803877,42.04913389808883
8,9.0,0.24476072142260324,0.24476072142260324,0.24476072142260324,38.98546676409325
9,10.0,0.22866191791600404,0.22866191791600404,0.22866191791600404,36.45610647641671
10,11.0,0.28711989240375163,0.28711989240375163,0.28711989240375163,34.32580050130525
11,12.0,0.2692339393833281,0.2692339393833281,0.2692339393833281,32.50223979388435
12,13.0,0.2853983990568644,0.2853983990568644,0.2853983990568644,30.920109168356756
13,14.0,0.27139812032156385,0.27139812032156385,0.27139812032156385,29.531793516551016
14,15.0,0.26033261430298915,0.26033261430298915,0.26033261430298915,28.30169888002952
15,16.0,0.24929522381686853,0.24929522381686853,0.24929522381686853,27.202641739736606
16,17.0,0.23463079444194226,0.23463079444194226,0.23463079444194226,26.213474531120447
17,18.0,0.2247860967580712,0.2247860967580712,0.2247860967580712,25.317478154281435
18,19.0,0.21957428231487527,0.21957428231487527,0.21957428231487527,24.501245917402006
19,20.0,0.21279107703684375,0.21279107703684375,0.21279107703684375,23.75389131903457
20,21.0,0.20344065558833468,0.20344065558833468,0.20344065558833468,23.06647456928331
21,22.0,0.2207442354541726,0.2207442354541726,0.2207442354541726,22.431580134949083
22,23.0,0.23184557675035378,0.23184557675035378,0.23184557675035378,21.843000619143048
23,24.0,0.2393229317711807,0.2393229317711807,0.2393229317711807,21.295496840258124
24,25.0,0.236505659826023,0.236505659826023,0.236505659826023,20.784613391789286
25,26.0,0.22900517770201595,0.22900517770201595,0.22900517770201595,20.30653518635917
26,27.0,0.25493950572819596,0.25493950572819596,0.25493950572819596,19.857974677404382
27,28.0,0.24786790308536283,0.24786790308536283,0.24786790308536283,19.436082323226646
28,29.0,0.24182580681605395,0.24182580681605395,0.24182580681605395,19.03837485714901
29,30.0,0.23796605687939862,0.23796605687939862,0.23796605687939862,18.662677339769587
30,31.0,0.23434660958428807,0.23434660958428807,0.23434660958428807,18.307075980538485
31,32.0,0.24137602181064566,0.24137602181064566,0.24137602181064566,17.969879449044413
32,33.0,0.24923342385301286,0.24923342385301286,0.24923342385301286,17.649586934127743
33,34.0,0.2635841973301302,0.2635841973301302,0.2635841973301302,17.344861607593472
34,35.0,0.26918170957335974,0.26918170957335974,0.26918170957335974,17.054508447826663
35,36.0,0.2622181466687551,0.2622181466687551,0.2622181466687551,16.777455604268848
36,37.0,0.2597816555115909,0.2597816555115909,0.2597816555115909,16.512738655789786
37,38.0,0.2519111293176769,0.2519111293176769,0.2519111293176769,16.259487248293905
38,39.0,0.2498789392999766,0.2498789392999766,0.2498789392999766,16.016913699419344
39,40.0,0.2535064044670146,0.2535064044670146,0.2535064044670146,15.784303238208356
40,41.0,0.2582448071032966,0.2582448071032966,0.2582448071032966,15.561005610521327
41,42.0,0.2617459158146548,0.2617459158146548,0.2617459158146548,15.346427830722277
42,43.0,0.2759924381736471,0.2759924381736471,0.2759924381736471,15.140027899769944
43,44.0,0.2699046803429596,0.2699046803429596,0.2699046803429596,14.941309341561718
44,45.0,0.28158939052998716,0.28158939052998716,0.28158939052998716,14.749816434911933
45,46.0,0.2851357928607477,0.2851357928607477,0.2851357928607477,14.56513003921518
46,47.0,0.2810931438705441,0.2810931438705441,0.2810931438705441,14.38686392866056
47,48.0,0.27622905152289007,0.27622905152289007,0.27622905152289007,14.214661563608843
48,49.0,0.28674978587338895,0.28674978587338895,0.28674978587338895,14.048193239033163
49,50.0,0.2832093179464239,0.2832093179464239,0.2832093179464239,13.887153559235532
50,51.0,0.2799034391579073,0.2799034391579073,0.2799034391579073,13.731259195764107
51,52.0,0.2740269562072808,0.2740269562072808,0.2740269562072808,13.580246891870685
52,53.0,0.27871161582836834,0.27871161582836834,0.27871161582836834,13.43387168220289
53,54.0,0.28282431099135835,0.28282431099135835,0.28282431099135835,13.291905300912829
54,55.0,0.2802406624625687,0.2802406624625687,0.2802406624625687,13.154134755137445
55,56.0,0.2831972415262545,0.2831972415262545,0.2831972415262545,13.020361043989794
56,57.0,0.2796980773702065,0.2796980773702065,0.2796980773702065,12.890398005895761
57,58.0,0.27884680172666715,0.27884680172666715,0.27884680172666715,12.76407127939998
58,59.0,0.28098686455704674,0.28098686455704674,0.28098686455704674,12.641217364514317
59,60.0,0.27630857306490775,0.27630857306490775,0.27630857306490775,12.521682773348093
60,61.0,0.2717823696192965,0.2717823696192965,0.2717823696192965,12.40532326018626
61,62.0,0.2755964410111996,0.2755964410111996,0.2755964410111996,12.29200312240758
62,63.0,0.27285178273244853,0.27285178273244853,0.27285178273244853,12.181594564690776
63,64.0,0.2721844321308817,0.2721844321308817,0.2721844321308817,12.073977119868303
64,65.0,0.26863735057545923,0.26863735057545923,0.26863735057545923,11.969037120576587
65,66.0,0.2653253387049593,0.2653253387049593,0.2653253387049593,11.866667216536397
66,67.0,0.2622425631613676,0.2622425631613676,0.2622425631613676,11.766765932892417
67,68.0,0.2602254522012731,0.2602254522012731,0.2602254522012731,11.669237265560223
68,69.0,0.26218825785270106,0.26218825785270106,0.26218825785270106,11.57399030998216
69,70.0,0.2614229017488253,0.2614229017488253,0.2614229017488253,11.480938920090493
70,71.0,0.26323856955739866,0.26323856955739866,0.26323856955739866,11.390001394624226
71,72.0,0.2651647430607054,0.2651647430607054,0.2651647430607054,11.30110018825183
72,73.0,0.2632480457773808,0.2632480457773808,0.2632480457773808,11.214161645221438
73,74.0,0.2608360427231919,0.2608360427231919,0.2608360427231919,11.129115753497624
74,75.0,0.2678717030466128,0.2678717030466128,0.2678717030466128,11.045895917553741
75,76.0,0.2659548163872149,0.2659548163872149,0.2659548163872149,10.964438748174686
76,77.0,0.263044713196709,0.263044713196709,0.263044713196709,10.884683867789686
77,78.0,0.2700935377659489,0.2700935377659489,0.2700935377659489,10.806573730001054
78,79.0,0.27299862108018885,0.27299862108018885,0.27299862108018885,10.73005345210509
79,80.0,0.2714054195473842,0.2714054195473842,0.2714054195473842,10.655070659517284
80,81.0,0.2682246832686157,0.2682246832686157,0.2682246832686157,10.581575341117503
81,82.0,0.2657252582577465,0.2657252582577465,0.2657252582577465,10.509519714623375
83,84.0,0.2626883122413239,0.2626883122413239,0.2626883122413239,10.36954680845118
84,85.0,0.26057900703083764,0.26057900703083764,0.26057900703083764,10.30154402148419
85,86.0,0.25803243436898343,0.25803243436898343,0.25803243436898343,10.234809700839339
86,87.0,0.25743302646398664,0.25743302646398664,0.25743302646398664,10.169305487330309
